Time,HsgSn,SPK_SN,Board_SN,mode,4_HalfAtlasResult,2_FullAtlasResult,1_FullAtlasResult,4_FullAtlasResult,S2S3InstallPTid,S2S3AssyStation,S2S3AssyPlatformId,Lock_PlatformId,LockScrewStation,LockScrewPlatformId,MaxPressSPKData,MaxPressCHGData,BracketMaxPress,SPK Screw 4_Half FinalTorque,SPK Screw 4_Half FinalAngle,SPK Screw 4 PrevailingTorqueMax,SPK Screw 4 PrevailingTorqueMaxAngle,SPK Screw 4_Half RealAngle,SPK Screw 4_Half TorqueAt630,SPK Screw 4_Half Prev torque retest logic,KC Screw 2_Full FinalTorque,KC Screw 2_Full FinalAngle,KC Screw 2_Full PrevailingTorqueMax,KC Screw 2_Full PrevailingTorqueMaxAngle,KC Screw 2_Full RealAngle,KC Screw 2_Full TorqueAt630,KC Screw 2_Full Prev torque retest logic,KC Screw 1_Full FinalTorque,KC Screw 1_Full FinalAngle,KC Screw 1_Full PrevailingTorqueMax,KC Screw 1_Full PrevailingTorqueMaxAngle,KC Screw 1_Full RealAngle,KC Screw 1_Full TorqueAt630,KC Screw 1_Full Prev torque retest logic,SPK Screw 4_Full FinalTorque,SPK Screw 4_Full FinalAngle,SPK Screw 4_FULL TotalAngle,SPK Screw 4_FULL Prev torque retest logic,SPK_Pick_X,SPK_Pick_Y,SPK_Pick_R,SPK_Down_X,SPK_Down_Y,SPK_Down_R,SPK_Length,SPK_Width,HSG_Up_X,HSG_Up_Y,HSG_Up_R,HSGPoc_Length,HSGPoc_Width,CHG_Pick_X,CHG_Pick_Y,CHG_Pick_R,CHG_Up_X,CHG_Up_Y,CHG_Up_R,Assy_CHGPoc_Diameter,CHG_Down_X,CHG_Down_Y,CHG_Down_R,Rotate_CHGPoc_Diameter,PickSpkPress,PickChgPress,Cap_Diameter,Bracket_X,Bracket_Y,Bracket_R,CHG_Angle,Bracket_Angle,Recheck_Bracket_Angle,1_Screw 0D nylock area,1_Screw 90D nylock area,2_Screw 0D nylock area,2_Screw 90D nylock area,4_Screw 0D nylock area,4_Screw 90D nylock area,spk_Screw_Ipn,crowling_Screw_Ipn,configName,LastResult,ImagePath,SPKCirclePointLimitUp,SPKCirclePointLimitDown,SPKPosX1,SPKPosX2,SPKPosY1,SPKPosY2,SPKAngle1,SPKAngle2,CHGPosX1,CHGPosX2,CHGPosY1,CHGPosY2,CHGAngle1,CHGAngle2,SPKCirclePointDis1,SPKCirclePointDis2,SPK_CHG_Angle1,SPK_CHG_Angle2,Have_Ornot_O-ring1,Have_Ornot_O-ring2,SPKCirToLineUp1,SPKCirToLineUp2,SPKCirToLineDown1,SPKCirToLineDown2,Up_Dn_Line_Angle1,Up_Dn_Line_Angle2,Span_CHGAngle1,Span_CHGAngle2,Span_CHG_Diameter1,Span_CHG_Diameter2,Span_CHG_Pos1,Span_CHG_Pos2,Span_CHG_Del_X1,Span_CHG_Del_X2,Span_CHG_Del_Y1,Span_CHG_Del_Y2,Cap_Variance,SPK_DnCCD_SPKPosX1,SPK_DnCCD_SPKPosX2,SPK_DnCCD_SPKPosY1,SPK_DnCCD_SPKPosY2,SPK_DnCCD_SPKAngle1,SPK_DnCCD_SPKAngle2,SPK_DnCCD_SPKCirPoint1,SPK_DnCCD_SPKCirPoint2,SPK_DnCCD_LeftCirR1,SPK_DnCCD_LeftCirR2,SPK_DnCCD_RightCirR1,SPK_DnCCD_RightCirR2,SPK_DnCCD_SPKLength1,SPK_DnCCD_SPKLength2,SPK_DnCCD_SPKWidth1,SPK_DnCCD_SPKWidth2,AssSPK_HSGPoc_X1,AssSPK_HSGPoc_X2,AssSPK_HSGPoc_Y1,AssSPK_HSGPoc_Y2,AssSPK_HSGPoc_Angle1,AssSPK_HSGPoc_Angle2,AssSPK_HSGPoc_CirDis1,AssSPK_HSGPoc_CirDis2,AssSPK_HSGPoc_LeftCirR1,AssSPK_HSGPoc_LeftCirR2,AssSPK_HSGPoc_RightCirR1,AssSPK_HSGPoc_RightCirR2,AssSPK_HSGPoc_Length1,AssSPK_HSGPoc_Length2,AssSPK_HSGPoc_Width1,AssSPK_HSGPoc_Width2,AssCHG_HSGPoint_Up1,AssCHG_HSGPoint_Up2,AssCHG_HSGPoint_Down1,AssCHG_HSGPoint_Down2,AssCHG_HSG_Angle1,AssCHG_HSG_Angle2,AssCHG_CHGPos_X1,AssCHG_CHGPos_X2,AssCHG_CHGPos_Y1,AssCHG_CHGPos_Y2,AssCHG_CHGAngle1,AssCHG_CHGAngle2,AssCHG_CHGPoc_Diameter1,AssCHG_CHGPoc_Diameter2,Pick_Up_X_Max,Pick_Up_X_Min,Pick_Up_Y_Max,Pick_Up_Y_Min,Pick_Up_Angle_Max,Pick_Up_Angle_Min,Install_Down_X_Max,Install_Down_X_Min,Install_Down_Y_Max,Install_Down_Y_Min,Install_Down_Angle_Max,Install_Down_Angle_Min,Install_Up_X_Max,Install_Up_X_Min,Install_Up_Y_Max,Install_Up_Y_Min,Install_Up_Angle_Max,Install_Up_Angle_Min,Circle1Radius_Max,Circle1Radius_Min,Circle2Radius_Max,Circle2Radius_Min,CircleDis_Max,CircleDis_Min,CircleDis12_Max,CircleDis12_Min,CircleDis23_Max,CircleDis23_Min,CircleDis34_Max,CircleDis34_Min,CircleDis41_Max,CircleDis41_Min,CircleAngle12_Max,CircleAngle12_Min,CircleAngle23_Max,CircleAngle23_Min,CircleAngle34_Max,CircleAngle34_Min,CircleAngle41_Max,CircleAngle41_Min,CircleRadius1_Max,CircleRadius1_Min,CircleRadius2_Max,CircleRadius2_Min,CircleRadius3_Max,CircleRadius3_Min,CircleRadius4_Max,CircleRadius4_Min,4_Screw_AngleMax,2_Screw_AngleMax,1_Screw_AngleM
2025-07-03 10:45:17 989,H3HHGQ0008Q0000X7Q,CTHHGR211L80000HE6+7CGH72AGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-13,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-2,4,1,19.64,7.5,10.71,0.172,887.22,0.0777,570.24,1159.92,0.07405,0.0,0.34355,611.28,0.34355,611.28,884.52,0.34355,0.0,0.34345,819.18,0.0784,629.1,1091.88,0.0784,0.0,0.344,88.02,975.24,0.0,10430.157,-170117.1,-6.7,9480.349,-181682.43,1.226,19135.605,4240.158,10199.759,-171720.59,-0.116,17936.919,4410.689,3369.268,1136.268,84.204,6365.755,-230.444,0,3723.021,2644.009,-6664.751,0,3272.204,7.537676,3.436391,1105.338,218509.88,-231357.7,0.481,,,,1.524,1.524,1.497,1.5,0.332,0.334,452-10383-0A008,452-10820-0A002,RBW-K04bv-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13520,2000,8300,-900,92,80,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230800.0,-234200.0,3.0,-6.5,800.0,280.0,800.0,274.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-87.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-03 10:46:38 853,H3HHGQ000730000X7Q,CTHHGR2122Z0000HE6+7DGB33AGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-14,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-3,4,1,19.64,7.72,10.55,0.17205,666.36,0.12695,456.84,940.14,0.10265,0.0,0.34325,787.32,0.0796,423.9,1060.02,0.06075,0.0,0.3434,635.58,0.3209,629.64,908.82,0.3209,0.0,0.34355,39.42,705.78,0.0,10466.514,-169975.5,-6.913,9439.725,-181669.31,1.241,19129.945,4236.972,10228.7,-171789.45,-0.107,17932.692,4403.26,3357.303,1189.632,83.56,6325.792,-228.119,0,3706.045,2664.247,-6642.515,0,3296.421,8.0556,4.085746,1244.084,218532.32,-231294.7,0.751,,,,1.533,1.533,1.463,1.465,0.347,0.346,452-10383-0A008,452-10820-0A002,RBW-K04bv-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13520,2000,8300,-900,92,80,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230800.0,-234200.0,3.0,-6.5,800.0,280.0,800.0,274.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-87.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-03 10:47:44 539,H3HHGT000590000X7Q,CTHHGR210F70000HE6+7BAM33AGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-11,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-2,4,1,19.5,7.88,12.3,0.1719,778.68,0.0859,502.2,1051.38,0.0766,0.0,0.3434,764.64,0.18235,558.36,1037.88,0.15495,0.0,0.34365,791.64,0.09065,592.92,1064.34,0.08105,0.0,0.3437,79.92,858.6,0.0,10417.136,-170071.53,-7.201,9459.306,-181722.22,1.179,19138.413,4234.978,10239.377,-171768.66,-0.043,17956.287,4427.042,3357.934,1146.991,83.383,6340.611,-221.835,0,3744.094,2655.904,-6577.193,0,3279.667,7.239211,4.6503,968.993,218507.16,-231312.7,-0.013,,,,1.497,1.496,1.466,1.467,0.331,0.331,452-10383-0A008,452-10820-0A002,RBW-K04bv-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13520,2000,8300,-900,92,80,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230800.0,-234200.0,3.0,-6.5,800.0,280.0,800.0,274.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-87.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-03 10:48:48 841,H3HHGT000050000X7Q,CTHHGR210PJ0000HE6+7BDL32AGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-24,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-3,4,1,19.48,7.85,10.62,0.1716,646.38,0.12725,629.64,919.08,0.12725,0.0,0.3437,636.66,0.3015,628.56,909.9,0.29795,0.0,0.3434,884.52,0.11805,471.96,1158.3,0.0986,0.0,0.3446,41.04,687.42,0.0,10341.924,-170071.79,-7.165,9431.82,-181671.44,1.123,19105.102,4238.214,10232.716,-171817.3,-0.045,17940.013,4403.164,3371.378,1140.21,84.823,6351.378,-230.056,0,3727.877,2661.854,-6626.457,0,3293.933,8.114854,5.122473,1614.858,218566.93,-231310.7,0.875,,,,1.538,1.541,1.524,1.539,0.327,0.327,452-10383-0A008,452-10820-0A002,RBW-K04bv-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13520,2000,8300,-900,92,80,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230800.0,-234200.0,3.0,-6.5,800.0,280.0,800.0,274.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-87.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-03 10:50:28 081,H3HHGT000450000X7Q,CTHHGR211950000HE6+7CEB31AGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-37,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-3,4,1,19.48,7.5,12.41,0.17195,737.1,0.0795,420.12,1010.88,0.0702,0.0,0.3435,678.24,0.13935,629.1,951.48,0.13935,0.0,0.3435,834.3,0.13955,620.46,1107.54,0.13535,0.0,0.34395,56.16,793.26,0.0,10514.494,-170061.34,-7.017,9439.82,-181713.07,1.332,19132.551,4220.674,10254.345,-171750.89,-0.104,17944.186,4413.94,3407.887,1153.907,82.806,6284.369,-238.075,0,3727.551,2722.02,-6604.539,0,3290.554,8.134606,3.828392,980.055,218518.39,-231292.8,-0.25,,,,1.547,1.556,1.528,1.528,0.344,0.343,452-10383-0A008,452-10820-0A002,RBW-K04bv-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13520,2000,8300,-900,92,80,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230800.0,-234200.0,3.0,-6.5,800.0,280.0,800.0,274.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-87.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-03 10:51:32 391,H3HHGT0009X0000X7Q,CTHHGR211BH0000HE6+7D3H34AGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-06,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-2,4,1,19.76,7.16,10.36,0.1719,881.82,0.10715,629.64,1154.52,0.10715,0.0,0.34375,830.52,0.114,576.18,1103.76,0.0854,0.0,0.34325,578.34,0.34325,578.34,852.66,0.34325,0.0,0.3438,77.22,959.04,0.0,10527.113,-170186.83,-6.924,9474.476,-181655.89,1.287,19115.634,4253.674,10220.461,-171807.29,-0.115,17938.98,4424.552,3326.061,1123.866,83.951,6320.904,-236.235,0,3747.718,2672.83,-6642.852,0,3272.916,8.187276,4.882281,1210.988,218506.2,-231304.1,0.055,,,,1.511,1.511,1.542,1.539,0.342,0.342,452-10383-0A008,452-10820-0A002,RBW-K04bv-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13520,2000,8300,-900,92,80,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230800.0,-234200.0,3.0,-6.5,800.0,280.0,800.0,274.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-87.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-03 10:52:37 960,H3HHGT000DJ0000X7Q,CTHHGR210BL0000HE6+7EJE91AGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-17,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-3,4,1,19.53,7.94,12.49,0.17175,812.16,0.0636,628.02,1085.4,0.0636,0.0,0.3436,878.58,0.0877,577.8,1151.82,0.06285,0.0,0.34425,813.24,0.09545,582.66,1086.48,0.07395,0.0,0.3435,86.4,898.56,0.0,10330.597,-170117.82,-6.745,9454.633,-181669.39,1.18,19131.498,4206.345,10249.991,-171798.02,-0.073,17939.833,4403.082,3302.958,1185.393,83.907,6326.928,-222.064,0,3726.368,2673.577,-6634.692,0,3271.525,7.574984,3.687783,1106.574,218562.89,-231279.6,0.204,,,,1.492,1.484,1.543,1.541,0.343,0.343,452-10383-0A008,452-10820-0A002,RBW-K04bv-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13520,2000,8300,-900,92,80,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230800.0,-234200.0,3.0,-6.5,800.0,280.0,800.0,274.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-87.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-03 10:53:42 018,H3HHGQ000AB0000X7Q,CTHHGR211ZX0000HE6+7BAL33AGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-13,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-2,4,1,19.61,7.88,11.67,0.17185,964.44,0.06095,-43.74,1237.14,0.0348,0.0,0.3443,855.9,0.14055,543.78,1128.6,0.0958,0.0,0.3433,760.86,0.10635,414.18,1034.1,0.08675,0.0,0.34325,70.2,1034.64,0.0,10508.191,-169997.31,-6.788,9473.66,-181659.04,1.089,19149.741,4229.005,10227.857,-171782.15,-0.112,17965.54,4429.126,3335.716,1186.591,84.602,6336.212,-247.401,0,3753.893,2669.042,-6628.605,0,3293.713,7.781276,4.013739,1181.827,218542.52,-231316.6,-0.239,,,,1.558,1.567,1.528,1.535,0.342,0.342,452-10383-0A008,452-10820-0A002,RBW-K04bv-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13520,2000,8300,-900,92,80,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230800.0,-234200.0,3.0,-6.5,800.0,280.0,800.0,274.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-87.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-03 11:02:48 720,F9WHHH0005D0000X7U,CTHHGR2119C0000HE6+7C7Q31AGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-13,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-3,4,1,19.63,7.89,10.14,0.1724,865.62,0.04735,-222.48,1137.78,0.03295,1.0,0.34355,1089.18,0.0401,-156.6,1361.88,0.02615,0.0,0.34375,1024.92,0.0442,-173.34,1297.62,0.03535,0.0,0.3437,36.18,901.8,0.0,10432.814,-169976.03,-6.921,9474.267,-181711.51,1.416,19119.741,4228.849,10260.647,-171724.1,-0.119,17900.71,4593.26,3379.647,1168.319,83.875,6329.641,-284.678,0,3645.366,2669.64,-6572.642,0,3297.053,8.106076,3.907218,2158.163,218510.33,-231298.6,0.357,,,,1.571,1.568,1.5,1.493,0.337,0.341,452-10383-0A009,452-10820-0A004,WBW-K18av-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13550,-6500,8300,-900,94,86,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230700.0,-234200.0,3.0,-6.5,800.0,250.0,800.0,240.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-88.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-03 11:03:52 817,F9WHHH000530000X7U,CTHHGR211FA0000HE6+7B9E32AGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-14,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-2,4,1,19.63,7.9,11.69,0.17175,1073.52,0.0385,561.06,1346.22,0.0318,0.0,0.34355,1091.88,0.0832,-122.58,1365.12,0.0328,0.0,0.3435,1157.22,0.07085,-60.48,1430.46,0.03005,0.0,0.3435,47.52,1121.04,0.0,10496.093,-169889.91,-6.84,9462.944,-181672.16,1.269,19124.724,4227.66,10186.166,-171799.97,-0.222,17909.024,4556.243,3351.285,1086.918,84.376,6341.788,-264.016,0,3619.069,2627.771,-6632.179,0,3306.584,8.24653,5.278495,2123.374,218483.93,-231369.9,0.093,,,,1.554,1.559,1.564,1.561,0.332,0.331,452-10383-0A009,452-10820-0A004,WBW-K18av-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13550,-6500,8300,-900,94,86,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230700.0,-234200.0,3.0,-6.5,800.0,250.0,800.0,240.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-88.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-03 11:06:10 616,F9WHHL0000G0000X7U,CTHHGR211KA0000HE6+7DUD32AGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-24,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-3,4,1,19.51,7.89,10.26,0.17185,1052.46,0.0417,608.58,1325.16,0.0385,0.0,0.344,1119.42,0.0475,-108.54,1392.12,0.02445,0.0,0.34385,936.36,0.05415,-224.1,1209.06,0.03715,0.0,0.34325,37.8,1090.26,0.0,10439.932,-169955.46,-6.799,9445.215,-181684.5,1.023,19124.471,4240.121,10216.788,-171715.99,-0.037,17931.26,4598.664,3385.418,1081.571,83.185,6363.816,-223.844,0,3652.27,2654.094,-6614.019,0,3282.481,7.774692,3.856087,1400.573,218478.13,-231330.0,0.897,,,,1.506,1.512,1.578,1.581,0.34,0.341,452-10383-0A009,452-10820-0A004,WBW-K18av-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13550,-6500,8300,-900,94,86,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230700.0,-234200.0,3.0,-6.5,800.0,250.0,800.0,240.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-88.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
